what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1308425475576
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1308425475576
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1308425475576
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1308425475576
started,bundle,org.eclipse.egit.core,1.1.0.201106161813,"org.eclipse.egit.core",1308425475583
started,bundle,org.eclipse.egit.ui,1.1.0.201106161813,"org.eclipse.egit.ui",1308425475586
started,bundle,org.eclipse.jgit,1.1.0.201106141210,"org.eclipse.jgit",1308425475587
os,sysinfo,,,"linux",1308425475597
arch,sysinfo,,,"x86_64",1308425475597
ws,sysinfo,,,"gtk",1308425475597
locale,sysinfo,,,"pt_BR",1308425475597
processors,sysinfo,,,"2",1308425475597
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1308425475597
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1308425475597
